race,state,modeldate,candidate_name,pct_estimate,pct_trend_adjusted,timestamp,contestdate
2020D,New Hampshire,8/14/2019,Kamala D. Harris,9.8395947,8.1514053,17:26:13 10 Dec 2019,2/11/2020
2020D,Nevada,8/14/2019,Kamala D. Harris,8.1617688,8.541797,17:26:13 10 Dec 2019,2/22/2020
2020D,National,8/14/2019,Kamala D. Harris,8.8183147,,17:26:13 10 Dec 2019,
2020D,Mississippi,8/14/2019,Kamala D. Harris,5.9225438,4.1560837,17:26:13 10 Dec 2019,3/10/2020
2020D,Minnesota,8/14/2019,Kamala D. Harris,3.2879081,3.358668,17:26:13 10 Dec 2019,3/3/2020
2020D,Michigan,8/14/2019,Kamala D. Harris,7.9064861,7.5589683,17:26:13 10 Dec 2019,3/10/2020
2020D,Massachusetts,8/14/2019,Kamala D. Harris,5.3102689,6.0667285,17:26:13 10 Dec 2019,3/3/2020
2020D,Maine,8/14/2019,Kamala D. Harris,2,.96390017,17:26:13 10 Dec 2019,3/3/2020
2020D,Iowa,8/14/2019,Kamala D. Harris,9.8367096,9.0679279,17:26:13 10 Dec 2019,2/3/2020
2020D,Indiana,8/14/2019,Kamala D. Harris,3,4.2744879,17:26:13 10 Dec 2019,5/5/2020
2020D,Illinois,8/14/2019,Kamala D. Harris,8.6,6.3819728,17:26:13 10 Dec 2019,3/17/2020
2020D,Georgia,8/14/2019,Kamala D. Harris,13.824029,10.090106,17:26:13 10 Dec 2019,3/24/2020
2020D,Florida,8/14/2019,Kamala D. Harris,5.617539,5.5993892,17:26:13 10 Dec 2019,3/17/2020
2020D,California,8/14/2019,Kamala D. Harris,19.3241,16.750652,17:26:13 10 Dec 2019,3/3/2020
2020D,Arizona,8/14/2019,Kamala D. Harris,3.7,4.9680674,17:26:13 10 Dec 2019,3/17/2020
2020D,Alabama,8/14/2019,Kamala D. Harris,11.146384,10.364802,17:26:13 10 Dec 2019,3/3/2020
2020D,Wisconsin,8/14/2019,Cory A. Booker,2.2854102,1.9397778,17:26:11 10 Dec 2019,4/7/2020
2020D,Washington,8/14/2019,Cory A. Booker,1.1,1.3240685,17:26:11 10 Dec 2019,3/10/2020
2020D,Virginia,8/14/2019,Cory A. Booker,2.4221437,1.9447033,17:26:11 10 Dec 2019,3/3/2020
2020D,Texas,8/14/2019,Cory A. Booker,1.3268268,1.3009397,17:26:11 10 Dec 2019,3/3/2020
2020D,Tennessee,8/14/2019,Cory A. Booker,.51587256,.66648766,17:26:11 10 Dec 2019,3/3/2020
2020D,South Carolina,8/14/2019,Cory A. Booker,3.2148299,3.3367792,17:26:11 10 Dec 2019,2/29/2020
2020D,Pennsylvania,8/14/2019,Cory A. Booker,3.3095896,2.6794264,17:26:11 10 Dec 2019,4/28/2020
2020D,Oregon,8/14/2019,Cory A. Booker,4,2.5789018,17:26:11 10 Dec 2019,5/19/2020
2020D,Oklahoma,8/14/2019,Cory A. Booker,1.5,1.7701506,17:26:11 10 Dec 2019,3/3/2020
2020D,Ohio,8/14/2019,Cory A. Booker,1.5052326,1.5828083,17:26:11 10 Dec 2019,3/17/2020
2020D,North Carolina,8/14/2019,Cory A. Booker,1.0153806,.98718387,17:26:11 10 Dec 2019,3/3/2020
2020D,New Hampshire,8/14/2019,Cory A. Booker,1.1017145,1.2210439,17:26:11 10 Dec 2019,2/11/2020
2020D,Nevada,8/14/2019,Cory A. Booker,1.2979611,.99401205,17:26:11 10 Dec 2019,2/22/2020
2020D,National,8/14/2019,Cory A. Booker,1.7768598,,17:26:11 10 Dec 2019,
2020D,Mississippi,8/14/2019,Cory A. Booker,1.9122682,1.9614661,17:26:11 10 Dec 2019,3/10/2020
2020D,Minnesota,8/14/2019,Cory A. Booker,.87746186,.75251377,17:26:11 10 Dec 2019,3/3/2020
2020D,Michigan,8/14/2019,Cory A. Booker,2.1190991,1.5958363,17:26:11 10 Dec 2019,3/10/2020
2020D,Massachusetts,8/14/2019,Cory A. Booker,1.5430389,.97263151,17:26:11 10 Dec 2019,3/3/2020
2020D,Maine,8/14/2019,Cory A. Booker,3,2.9949696,17:26:11 10 Dec 2019,3/3/2020
2020D,Iowa,8/14/2019,Cory A. Booker,2.0631021,2.1091303,17:26:11 10 Dec 2019,2/3/2020
2020D,Indiana,8/14/2019,Cory A. Booker,1,.45368663,17:26:11 10 Dec 2019,5/5/2020
2020D,Illinois,8/14/2019,Cory A. Booker,1.4,1.6494349,17:26:11 10 Dec 2019,3/17/2020
2020D,Georgia,8/14/2019,Cory A. Booker,1.4585619,1.6271677,17:26:11 10 Dec 2019,3/24/2020
2020D,Florida,8/14/2019,Cory A. Booker,1.7710635,1.5923991,17:26:11 10 Dec 2019,3/17/2020
2020D,California,8/14/2019,Cory A. Booker,1.1045942,1.2439071,17:26:11 10 Dec 2019,3/3/2020
2020D,Arizona,8/14/2019,Cory A. Booker,1.5,1.1839038,17:26:11 10 Dec 2019,3/17/2020
2020D,Alabama,8/14/2019,Cory A. Booker,6.957023,5.6364506,17:26:11 10 Dec 2019,3/3/2020
2020D,Wisconsin,8/14/2019,Beto O'Rourke,2.4826499,1.0092572,17:26:09 10 Dec 2019,4/7/2020
2020D,Washington,8/14/2019,Beto O'Rourke,1.5,1.6003872,17:26:09 10 Dec 2019,3/10/2020
2020D,Virginia,8/14/2019,Beto O'Rourke,3.1161729,1.6830198,17:26:09 10 Dec 2019,3/3/2020
2020D,Texas,8/14/2019,Beto O'Rourke,21.627428,20.655455,17:26:09 10 Dec 2019,3/3/2020
2020D,Tennessee,8/14/2019,Beto O'Rourke,.93345681,.75633636,17:26:09 10 Dec 2019,3/3/2020
2020D,South Carolina,8/14/2019,Beto O'Rourke,.85058886,.82501191,17:26:09 10 Dec 2019,2/29/2020
2020D,Pennsylvania,8/14/2019,Beto O'Rourke,2.6470449,.65125886,17:26:09 10 Dec 2019,4/28/2020
2020D,Oregon,8/14/2019,Beto O'Rourke,8,2.5792079,17:26:09 10 Dec 2019,5/19/2020
2020D,Oklahoma,8/14/2019,Beto O'Rourke,1,1.0744922,17:26:09 10 Dec 2019,3/3/2020
2020D,Ohio,8/14/2019,Beto O'Rourke,1.442153,1.2398972,17:26:09 10 Dec 2019,3/17/2020
2020D,North Carolina,8/14/2019,Beto O'Rourke,1.3596329,1.1535282,17:26:09 10 Dec 2019,3/3/2020
2020D,New Hampshire,8/14/2019,Beto O'Rourke,1.1065097,1.0857274,17:26:09 10 Dec 2019,2/11/2020
2020D,Nevada,8/14/2019,Beto O'Rourke,3.5366903,2.104321,17:26:09 10 Dec 2019,2/22/2020
2020D,National,8/14/2019,Beto O'Rourke,2.4202669,,17:26:09 10 Dec 2019,
2020D,Mississippi,8/14/2019,Beto O'Rourke,.40597708,.16147683,17:26:09 10 Dec 2019,3/10/2020
2020D,Minnesota,8/14/2019,Beto O'Rourke,2.3053625,1.8222347,17:26:09 10 Dec 2019,3/3/2020
2020D,Michigan,8/14/2019,Beto O'Rourke,1.9512339,.54142099,17:26:09 10 Dec 2019,3/10/2020
2020D,Massachusetts,8/14/2019,Beto O'Rourke,3.800579,1.262092,17:26:09 10 Dec 2019,3/3/2020
2020D,Maine,8/14/2019,Beto O'Rourke,1,.72454914,17:26:09 10 Dec 2019,3/3/2020
2020D,Iowa,8/14/2019,Beto O'Rourke,1.5797887,1.4898054,17:26:09 10 Dec 2019,2/3/2020
2020D,Indiana,8/14/2019,Beto O'Rourke,2,.30183692,17:26:09 10 Dec 2019,5/5/2020
2020D,Illinois,8/14/2019,Beto O'Rourke,2.1,2.2057354,17:26:09 10 Dec 2019,3/17/2020
2020D,Georgia,8/14/2019,Beto O'Rourke,.93345681,.75633636,17:26:09 10 Dec 2019,3/24/2020
2020D,Florida,8/14/2019,Beto O'Rourke,2.1469363,1.5257385,17:26:09 10 Dec 2019,3/17/2020
2020D,California,8/14/2019,Beto O'Rourke,.99871504,.98303937,17:26:09 10 Dec 2019,3/3/2020
2020D,Arizona,8/14/2019,Beto O'Rourke,1.9,1.0216916,17:26:09 10 Dec 2019,3/17/2020
2020D,Alabama,8/14/2019,Beto O'Rourke,6.9340876,2.6612355,17:26:09 10 Dec 2019,3/3/2020
2020D,Wisconsin,8/14/2019,Elizabeth Warren,16.100545,20.140984,17:26:07 10 Dec 2019,4/7/2020
2020D,Washington,8/14/2019,Elizabeth Warren,13.5,13.814179,17:26:07 10 Dec 2019,3/10/2020
2020D,Virginia,8/14/2019,Elizabeth Warren,10.073612,16.061442,17:26:07 10 Dec 2019,3/3/2020
2020D,Texas,8/14/2019,Elizabeth Warren,10.813421,12.304655,17:26:07 10 Dec 2019,3/3/2020
2020D,Tennessee,8/14/2019,Elizabeth Warren,16.88036,18.12417,17:26:07 10 Dec 2019,3/3/2020
2020D,South Carolina,8/14/2019,Elizabeth Warren,11.161412,11.440195,17:26:07 10 Dec 2019,2/29/2020
2020D,Pennsylvania,8/14/2019,Elizabeth Warren,11.165454,17.642408,17:26:07 10 Dec 2019,4/28/2020
2020D,Oregon,8/14/2019,Elizabeth Warren,6,15.344946,17:26:07 10 Dec 2019,5/19/2020
2020D,Oklahoma,8/14/2019,Elizabeth Warren,11.5,11.901156,17:26:07 10 Dec 2019,3/3/2020
2020D,Ohio,8/14/2019,Elizabeth Warren,12.20222,14.103746,17:26:07 10 Dec 2019,3/17/2020
2020D,North Carolina,8/14/2019,Elizabeth Warren,12.706677,14.514898,17:26:07 10 Dec 2019,3/3/2020
2020D,New Hampshire,8/14/2019,Elizabeth Warren,14.670178,15.014999,17:26:07 10 Dec 2019,2/11/2020
2020D,Nevada,8/14/2019,Elizabeth Warren,15.497715,19.400543,17:26:07 10 Dec 2019,2/22/2020
2020D,National,8/14/2019,Elizabeth Warren,15.849814,,17:26:07 10 Dec 2019,
2020D,Mississippi,8/14/2019,Elizabeth Warren,6.689668,7.9568139,17:26:07 10 Dec 2019,3/10/2020
2020D,Minnesota,8/14/2019,Elizabeth Warren,17.132483,20.339909,17:26:07 10 Dec 2019,3/3/2020
2020D,Michigan,8/14/2019,Elizabeth Warren,10.613831,16.477099,17:26:07 10 Dec 2019,3/10/2020
2020D,Massachusetts,8/14/2019,Elizabeth Warren,12.07618,19.686868,17:26:07 10 Dec 2019,3/3/2020
2020D,Maine,8/14/2019,Elizabeth Warren,17,18.959988,17:26:07 10 Dec 2019,3/3/2020
2020D,Iowa,8/14/2019,Elizabeth Warren,19.323943,19.839612,17:26:07 10 Dec 2019,2/3/2020
2020D,Indiana,8/14/2019,Elizabeth Warren,2,7.1665186,17:26:07 10 Dec 2019,5/5/2020
2020D,Illinois,8/14/2019,Elizabeth Warren,12.8,13.165773,17:26:07 10 Dec 2019,3/17/2020
2020D,Georgia,8/14/2019,Elizabeth Warren,12.036302,13.107223,17:26:07 10 Dec 2019,3/24/2020
2020D,Florida,8/14/2019,Elizabeth Warren,10.230704,13.431835,17:26:07 10 Dec 2019,3/17/2020
2020D,California,8/14/2019,Elizabeth Warren,18.474017,18.95358,17:26:07 10 Dec 2019,3/3/2020
2020D,Arizona,8/14/2019,Elizabeth Warren,9.8,14.958385,17:26:07 10 Dec 2019,3/17/2020
2020D,Alabama,8/14/2019,Elizabeth Warren,4.9040877,11.019148,17:26:07 10 Dec 2019,3/3/2020
2020D,Wisconsin,8/14/2019,Bernard Sanders,20.797122,19.218015,17:26:05 10 Dec 2019,4/7/2020
2020D,Washington,8/14/2019,Bernard Sanders,17.9,18.284943,17:26:05 10 Dec 2019,3/10/2020
2020D,Virginia,8/14/2019,Bernard Sanders,16.677971,15.733074,17:26:05 10 Dec 2019,3/3/2020
2020D,Texas,8/14/2019,Bernard Sanders,13.671392,13.575267,17:26:05 10 Dec 2019,3/3/2020
2020D,Tennessee,8/14/2019,Bernard Sanders,11.912978,12.158441,17:26:05 10 Dec 2019,3/3/2020
2020D,South Carolina,8/14/2019,Bernard Sanders,12.894351,13.036724,17:26:05 10 Dec 2019,2/29/2020
2020D,Pennsylvania,8/14/2019,Bernard Sanders,14.428352,12.691728,17:26:05 10 Dec 2019,4/28/2020
2020D,Oregon,8/14/2019,Bernard Sanders,27,20.852252,17:26:05 10 Dec 2019,5/19/2020
2020D,Oklahoma,8/14/2019,Bernard Sanders,5.4,5.7111927,17:26:05 10 Dec 2019,3/3/2020
2020D,Ohio,8/14/2019,Bernard Sanders,15.877732,16.008722,17:26:05 10 Dec 2019,3/17/2020
2020D,North Carolina,8/14/2019,Bernard Sanders,15.049671,14.902271,17:26:05 10 Dec 2019,3/3/2020
2020D,New Hampshire,8/14/2019,Bernard Sanders,18.556156,18.716186,17:26:05 10 Dec 2019,2/11/2020
2020D,Nevada,8/14/2019,Bernard Sanders,17.145013,16.081831,17:26:05 10 Dec 2019,2/22/2020
2020D,National,8/14/2019,Bernard Sanders,15.48694,,17:26:05 10 Dec 2019,
2020D,Mississippi,8/14/2019,Bernard Sanders,11.978216,12.01006,17:26:05 10 Dec 2019,3/10/2020
2020D,Minnesota,8/14/2019,Bernard Sanders,15.5361,14.938002,17:26:05 10 Dec 2019,3/3/2020
2020D,Michigan,8/14/2019,Bernard Sanders,17.298732,15.567013,17:26:05 10 Dec 2019,3/10/2020
2020D,Massachusetts,8/14/2019,Bernard Sanders,13.919754,11.900498,17:26:05 10 Dec 2019,3/3/2020
2020D,Maine,8/14/2019,Bernard Sanders,15,14.918627,17:26:05 10 Dec 2019,3/3/2020
2020D,Iowa,8/14/2019,Bernard Sanders,13.273252,13.265205,17:26:05 10 Dec 2019,2/3/2020
2020D,Indiana,8/14/2019,Bernard Sanders,23,21.917588,17:26:05 10 Dec 2019,5/5/2020
2020D,Illinois,8/14/2019,Bernard Sanders,15.2,15.604968,17:26:05 10 Dec 2019,3/17/2020
2020D,Georgia,8/14/2019,Bernard Sanders,10.952229,11.188694,17:26:05 10 Dec 2019,3/24/2020
2020D,Florida,8/14/2019,Bernard Sanders,14.138559,13.694722,17:26:05 10 Dec 2019,3/17/2020
2020D,California,8/14/2019,Bernard Sanders,16.508033,16.725397,17:26:05 10 Dec 2019,3/3/2020
2020D,Arizona,8/14/2019,Bernard Sanders,15.7,15.025031,17:26:05 10 Dec 2019,3/17/2020
2020D,Alabama,8/14/2019,Bernard Sanders,11.038919,8.3466515,17:26:05 10 Dec 2019,3/3/2020
2020D,Wisconsin,8/14/2019,Joseph R. Biden Jr.,22.966001,22.813631,17:26:03 10 Dec 2019,4/7/2020
2020D,Washington,8/14/2019,Joseph R. Biden Jr.,19.4,20.112752,17:26:03 10 Dec 2019,3/10/2020
2020D,Virginia,8/14/2019,Joseph R. Biden Jr.,40.466782,36.388288,17:26:03 10 Dec 2019,3/3/2020
2020D,Texas,8/14/2019,Joseph R. Biden Jr.,25.704063,25.670419,17:26:03 10 Dec 2019,3/3/2020
2020D,Tennessee,8/14/2019,Joseph R. Biden Jr.,34.528199,36.2432,17:26:03 10 Dec 2019,3/3/2020
2020D,South Carolina,8/14/2019,Joseph R. Biden Jr.,38.098828,38.633564,17:26:03 10 Dec 2019,2/29/2020
2020D,Pennsylvania,8/14/2019,Joseph R. Biden Jr.,35.108651,33.379337,17:26:03 10 Dec 2019,4/28/2020
2020D,Oregon,8/14/2019,Joseph R. Biden Jr.,26,25.518575,17:26:03 10 Dec 2019,5/19/2020
2020D,Oklahoma,8/14/2019,Joseph R. Biden Jr.,26.2,27.547012,17:26:03 10 Dec 2019,3/3/2020
2020D,Ohio,8/14/2019,Joseph R. Biden Jr.,29.498832,29.329551,17:26:03 10 Dec 2019,3/17/2020
2020D,North Carolina,8/14/2019,Joseph R. Biden Jr.,35.536008,34.146508,17:26:03 10 Dec 2019,3/3/2020
2020D,New Hampshire,8/14/2019,Joseph R. Biden Jr.,21.19976,21.91198,17:26:03 10 Dec 2019,2/11/2020
2020D,Nevada,8/14/2019,Joseph R. Biden Jr.,30.774067,29.506889,17:26:03 10 Dec 2019,2/22/2020
2020D,National,8/14/2019,Joseph R. Biden Jr.,28.355422,,17:26:03 10 Dec 2019,
2020D,Mississippi,8/14/2019,Joseph R. Biden Jr.,49.421746,50.209341,17:26:03 10 Dec 2019,3/10/2020
2020D,Minnesota,8/14/2019,Joseph R. Biden Jr.,23.167102,21.512855,17:26:03 10 Dec 2019,3/3/2020
2020D,Michigan,8/14/2019,Joseph R. Biden Jr.,34.906718,32.829546,17:26:03 10 Dec 2019,3/10/2020
2020D,Massachusetts,8/14/2019,Joseph R. Biden Jr.,22.170173,21.306604,17:26:03 10 Dec 2019,3/3/2020
2020D,Maine,8/14/2019,Joseph R. Biden Jr.,25,25.387421,17:26:03 10 Dec 2019,3/3/2020
2020D,Iowa,8/14/2019,Joseph R. Biden Jr.,23.80622,23.765841,17:26:03 10 Dec 2019,2/3/2020
2020D,Indiana,8/14/2019,Joseph R. Biden Jr.,33,28.46629,17:26:03 10 Dec 2019,5/5/2020
2020D,Illinois,8/14/2019,Joseph R. Biden Jr.,36.1,37.169338,17:26:03 10 Dec 2019,3/17/2020
2020D,Georgia,8/14/2019,Joseph R. Biden Jr.,32.498428,34.183248,17:26:03 10 Dec 2019,3/24/2020
2020D,Florida,8/14/2019,Joseph R. Biden Jr.,38.852335,36.820892,17:26:03 10 Dec 2019,3/17/2020
2020D,California,8/14/2019,Joseph R. Biden Jr.,23.30217,23.960875,17:26:03 10 Dec 2019,3/3/2020
2020D,Arizona,8/14/2019,Joseph R. Biden Jr.,34.6,29.877641,17:26:03 10 Dec 2019,3/17/2020
2020D,Alabama,8/14/2019,Joseph R. Biden Jr.,43.894402,44.179395,17:26:03 10 Dec 2019,3/3/2020
2020D,Wisconsin,8/13/2019,Joe Sestak,.01204334,.0101669,17:27:30 10 Dec 2019,4/7/2020
2020D,Texas,8/13/2019,Joe Sestak,.21990762,.21721465,17:27:30 10 Dec 2019,3/3/2020
2020D,Tennessee,8/13/2019,Joe Sestak,1.776e-15,.00408991,17:27:30 10 Dec 2019,3/3/2020
2020D,South Carolina,8/13/2019,Joe Sestak,.0177165,.01781135,17:27:30 10 Dec 2019,2/29/2020
2020D,Oklahoma,8/13/2019,Joe Sestak,1.776e-15,0,17:27:30 10 Dec 2019,3/3/2020
2020D,Ohio,8/13/2019,Joe Sestak,1.776e-15,0,17:27:30 10 Dec 2019,3/17/2020
2020D,North Carolina,8/13/2019,Joe Sestak,1.776e-15,0,17:27:30 10 Dec 2019,3/3/2020
2020D,New Hampshire,8/13/2019,Joe Sestak,.05540512,.05304929,17:27:30 10 Dec 2019,2/11/2020
2020D,National,8/13/2019,Joe Sestak,.02186719,,17:27:30 10 Dec 2019,
2020D,Mississippi,8/13/2019,Joe Sestak,1.776e-15,.00408991,17:27:30 10 Dec 2019,3/10/2020
2020D,Michigan,8/13/2019,Joe Sestak,1.776e-15,0,17:27:30 10 Dec 2019,3/10/2020
2020D,Iowa,8/13/2019,Joe Sestak,.33742538,.33903617,17:27:30 10 Dec 2019,2/3/2020
2020D,Illinois,8/13/2019,Joe Sestak,.1,.09506481,17:27:30 10 Dec 2019,3/17/2020
2020D,Georgia,8/13/2019,Joe Sestak,1.776e-15,.00408991,17:27:30 10 Dec 2019,3/24/2020
2020D,California,8/13/2019,Joe Sestak,.00225789,.00095665,17:27:30 10 Dec 2019,3/3/2020
2020D,Alabama,8/13/2019,Joe Sestak,3,3.0057269,17:27:30 10 Dec 2019,3/3/2020
2020D,Wisconsin,8/13/2019,Tim Ryan,.06886255,.17480145,17:27:29 10 Dec 2019,4/7/2020
2020D,Virginia,8/13/2019,Tim Ryan,.03564145,0,17:27:29 10 Dec 2019,3/3/2020
2020D,Texas,8/13/2019,Tim Ryan,.59312703,.61535924,17:27:29 10 Dec 2019,3/3/2020
2020D,Tennessee,8/13/2019,Tim Ryan,1.776e-15,.10491656,17:27:29 10 Dec 2019,3/3/2020
2020D,South Carolina,8/13/2019,Tim Ryan,.69933625,.7405172,17:27:29 10 Dec 2019,2/29/2020
2020D,Pennsylvania,8/13/2019,Tim Ryan,.00049161,0,17:27:29 10 Dec 2019,4/28/2020
2020D,Oklahoma,8/13/2019,Tim Ryan,1.776e-15,.08679475,17:27:29 10 Dec 2019,3/3/2020
2020D,Ohio,8/13/2019,Tim Ryan,1,1.1066082,17:27:29 10 Dec 2019,3/17/2020
2020D,North Carolina,8/13/2019,Tim Ryan,.36624116,.3261962,17:27:29 10 Dec 2019,3/3/2020
2020D,New Hampshire,8/13/2019,Tim Ryan,.06407385,.12466325,17:27:29 10 Dec 2019,2/11/2020
2020D,Nevada,8/13/2019,Tim Ryan,.12980947,.00683904,17:27:29 10 Dec 2019,2/22/2020
2020D,National,8/13/2019,Tim Ryan,.33434045,,17:27:29 10 Dec 2019,
2020D,Mississippi,8/13/2019,Tim Ryan,1.776e-15,.10491656,17:27:29 10 Dec 2019,3/10/2020
2020D,Minnesota,8/13/2019,Tim Ryan,.06886255,.01146293,17:27:29 10 Dec 2019,3/3/2020
2020D,Michigan,8/13/2019,Tim Ryan,0,0,17:27:29 10 Dec 2019,3/10/2020
2020D,Massachusetts,8/13/2019,Tim Ryan,1.776e-15,0,17:27:29 10 Dec 2019,3/3/2020
2020D,Maine,8/13/2019,Tim Ryan,4,4.027999,17:27:29 10 Dec 2019,3/3/2020
2020D,Iowa,8/13/2019,Tim Ryan,.17150704,.20018697,17:27:29 10 Dec 2019,2/3/2020
2020D,Illinois,8/13/2019,Tim Ryan,.2,.26526805,17:27:29 10 Dec 2019,3/17/2020
2020D,Georgia,8/13/2019,Tim Ryan,1,1.1195496,17:27:29 10 Dec 2019,3/24/2020
2020D,Florida,8/13/2019,Tim Ryan,.28404821,.20905466,17:27:29 10 Dec 2019,3/17/2020
2020D,California,8/13/2019,Tim Ryan,.15005449,.21019972,17:27:29 10 Dec 2019,3/3/2020
2020D,Alabama,8/13/2019,Tim Ryan,1.776e-15,.10491656,17:27:29 10 Dec 2019,3/3/2020
2020D,Wisconsin,8/13/2019,Michael F. Bennet,.22717559,.263638,17:27:28 10 Dec 2019,4/7/2020
2020D,Virginia,8/13/2019,Michael F. Bennet,1.776e-15,0,17:27:28 10 Dec 2019,3/3/2020
2020D,Texas,8/13/2019,Michael F. Bennet,.35425501,.38992993,17:27:28 10 Dec 2019,3/3/2020
2020D,Tennessee,8/13/2019,Michael F. Bennet,1.4932916,1.5799305,17:27:28 10 Dec 2019,3/3/2020
2020D,South Carolina,8/13/2019,Michael F. Bennet,.35714194,.39701827,17:27:28 10 Dec 2019,2/29/2020
2020D,Pennsylvania,8/13/2019,Michael F. Bennet,.00086124,0,17:27:28 10 Dec 2019,4/28/2020
2020D,Oklahoma,8/13/2019,Michael F. Bennet,1.5,1.5955932,17:27:28 10 Dec 2019,3/3/2020
2020D,Ohio,8/13/2019,Michael F. Bennet,1.776e-15,.08060363,17:27:28 10 Dec 2019,3/17/2020
2020D,North Carolina,8/13/2019,Michael F. Bennet,.04538285,.06354542,17:27:28 10 Dec 2019,3/3/2020
2020D,New Hampshire,8/13/2019,Michael F. Bennet,.91752606,.97333127,17:27:28 10 Dec 2019,2/11/2020
2020D,Nevada,8/13/2019,Michael F. Bennet,.2104245,.22742066,17:27:28 10 Dec 2019,2/22/2020
2020D,National,8/13/2019,Michael F. Bennet,.32674002,,17:27:28 10 Dec 2019,
2020D,Mississippi,8/13/2019,Michael F. Bennet,1.500357,1.5543428,17:27:28 10 Dec 2019,3/10/2020
2020D,Minnesota,8/13/2019,Michael F. Bennet,.22717559,.25222047,17:27:28 10 Dec 2019,3/3/2020
2020D,Michigan,8/13/2019,Michael F. Bennet,.35644866,.37892513,17:27:28 10 Dec 2019,3/10/2020
2020D,Massachusetts,8/13/2019,Michael F. Bennet,.27,.27874329,17:27:28 10 Dec 2019,3/3/2020
2020D,Maine,8/13/2019,Michael F. Bennet,2,2.0363653,17:27:28 10 Dec 2019,3/3/2020
2020D,Iowa,8/13/2019,Michael F. Bennet,.60181651,.62525184,17:27:28 10 Dec 2019,2/3/2020
2020D,Georgia,8/13/2019,Michael F. Bennet,0,0,17:27:28 10 Dec 2019,3/24/2020
2020D,Florida,8/13/2019,Michael F. Bennet,.36929098,.38889036,17:27:28 10 Dec 2019,3/17/2020
2020D,California,8/13/2019,Michael F. Bennet,.23420375,.29030541,17:27:28 10 Dec 2019,3/3/2020
2020D,Alabama,8/13/2019,Michael F. Bennet,.54215131,.69799067,17:27:28 10 Dec 2019,3/3/2020
2020D,Wisconsin,8/13/2019,Marianne Williamson,.63784173,.7231685,17:27:26 10 Dec 2019,4/7/2020
2020D,Virginia,8/13/2019,Marianne Williamson,.08341358,.26459257,17:27:26 10 Dec 2019,3/3/2020
2020D,Texas,8/13/2019,Marianne Williamson,.37213794,.48226449,17:27:26 10 Dec 2019,3/3/2020
2020D,Tennessee,8/13/2019,Marianne Williamson,0,0,17:27:26 10 Dec 2019,3/3/2020
2020D,South Carolina,8/13/2019,Marianne Williamson,.44219668,.52258757,17:27:26 10 Dec 2019,2/29/2020
2020D,Pennsylvania,8/13/2019,Marianne Williamson,0,.11653697,17:27:26 10 Dec 2019,4/28/2020
2020D,Oklahoma,8/13/2019,Marianne Williamson,.5,.60175784,17:27:26 10 Dec 2019,3/3/2020
2020D,Ohio,8/13/2019,Marianne Williamson,1.776e-15,.10057177,17:27:26 10 Dec 2019,3/17/2020
2020D,North Carolina,8/13/2019,Marianne Williamson,.25242945,.36761809,17:27:26 10 Dec 2019,3/3/2020
2020D,New Hampshire,8/13/2019,Marianne Williamson,.53139928,.60576479,17:27:26 10 Dec 2019,2/11/2020
2020D,Nevada,8/13/2019,Marianne Williamson,.59542666,.73846345,17:27:26 10 Dec 2019,2/22/2020
2020D,National,8/13/2019,Marianne Williamson,.42230097,,17:27:26 10 Dec 2019,
2020D,Mississippi,8/13/2019,Marianne Williamson,.85962488,1.0492533,17:27:26 10 Dec 2019,3/10/2020
2020D,Minnesota,8/13/2019,Marianne Williamson,.17000952,.3864998,17:27:26 10 Dec 2019,3/3/2020
2020D,Michigan,8/13/2019,Marianne Williamson,.00208318,.1266765,17:27:26 10 Dec 2019,3/10/2020
2020D,Massachusetts,8/13/2019,Marianne Williamson,1.776e-15,.21323792,17:27:26 10 Dec 2019,3/3/2020
2020D,Maine,8/13/2019,Marianne Williamson,3,3.2605915,17:27:26 10 Dec 2019,3/3/2020
2020D,Iowa,8/13/2019,Marianne Williamson,.11013969,.17674418,17:27:26 10 Dec 2019,2/3/2020
2020D,Illinois,8/13/2019,Marianne Williamson,.3,.38508619,17:27:26 10 Dec 2019,3/17/2020
2020D,Georgia,8/13/2019,Marianne Williamson,0,0,17:27:26 10 Dec 2019,3/24/2020
2020D,Florida,8/13/2019,Marianne Williamson,.07759349,.27891717,17:27:26 10 Dec 2019,3/17/2020
2020D,California,8/13/2019,Marianne Williamson,.34491878,.43236851,17:27:26 10 Dec 2019,3/3/2020
2020D,Alabama,8/13/2019,Marianne Williamson,.27179409,.54937263,17:27:26 10 Dec 2019,3/3/2020
2020D,Wisconsin,8/13/2019,Pete Buttigieg,6.6613712,6.4902303,17:27:24 10 Dec 2019,4/7/2020
2020D,Washington,8/13/2019,Pete Buttigieg,5.4,5.3262295,17:27:24 10 Dec 2019,3/10/2020
2020D,Virginia,8/13/2019,Pete Buttigieg,9.3553509,7.8186751,17:27:24 10 Dec 2019,3/3/2020
2020D,Texas,8/13/2019,Pete Buttigieg,6.1639474,5.5012719,17:27:24 10 Dec 2019,3/3/2020
2020D,Tennessee,8/13/2019,Pete Buttigieg,4.5858372,4.4355783,17:27:24 10 Dec 2019,3/3/2020
2020D,South Carolina,8/13/2019,Pete Buttigieg,3.2591973,3.1401652,17:27:24 10 Dec 2019,2/29/2020
2020D,Pennsylvania,8/13/2019,Pete Buttigieg,6.0553805,5.7189013,17:27:24 10 Dec 2019,4/28/2020
