race,state,modeldate,candidate_name,pct_estimate,pct_trend_adjusted,timestamp,contestdate
2020D,Indiana,4/1/2020,Bernard Sanders,23,40.98857,13:22:13  1 Apr 2020,6/2/2020
2020D,Georgia,4/1/2020,Bernard Sanders,15.04311,26.24191,13:22:13  1 Apr 2020,5/19/2020
2020D,Delaware,4/1/2020,Bernard Sanders,10.1918,24.15331,13:22:13  1 Apr 2020,6/2/2020
2020D,Connecticut,4/1/2020,Bernard Sanders,22.13335,30.36187,13:22:13  1 Apr 2020,6/2/2020
2020D,Wyoming,4/1/2020,Joseph R. Biden Jr.,4.01e-07,10.06294,13:22:13  1 Apr 2020,4/17/2020
2020D,Wisconsin,4/1/2020,Joseph R. Biden Jr.,39.91537,50.8927,13:22:13  1 Apr 2020,4/7/2020
2020D,Pennsylvania,4/1/2020,Joseph R. Biden Jr.,31.39306,54.30835,13:22:13  1 Apr 2020,6/2/2020
2020D,Oregon,4/1/2020,Joseph R. Biden Jr.,25.45129,47.75048,13:22:13  1 Apr 2020,5/19/2020
2020D,Ohio,4/1/2020,Joseph R. Biden Jr.,52.35916,57.73111,13:22:13  1 Apr 2020,4/28/2020
2020D,New York,4/1/2020,Joseph R. Biden Jr.,22.76348,48.34153,13:22:13  1 Apr 2020,6/23/2020
2020D,New Mexico,4/1/2020,Joseph R. Biden Jr.,25.46394,49.48758,13:22:13  1 Apr 2020,6/2/2020
2020D,New Jersey,4/1/2020,Joseph R. Biden Jr.,25.05614,51.76555,13:22:13  1 Apr 2020,6/2/2020
2020D,National,4/1/2020,Joseph R. Biden Jr.,50.8461,,13:22:13  1 Apr 2020,
2020D,Montana,4/1/2020,Joseph R. Biden Jr.,15,35.65863,13:22:13  1 Apr 2020,6/2/2020
2020D,Maryland,4/1/2020,Joseph R. Biden Jr.,22.66023,54.35308,13:22:13  1 Apr 2020,6/2/2020
2020D,Kansas,4/1/2020,Joseph R. Biden Jr.,55.31449,56.19692,13:22:13  1 Apr 2020,5/2/2020
2020D,Indiana,4/1/2020,Joseph R. Biden Jr.,33,51.51926,13:22:13  1 Apr 2020,6/2/2020
2020D,Georgia,4/1/2020,Joseph R. Biden Jr.,40.25191,62.30531,13:22:13  1 Apr 2020,5/19/2020
2020D,Delaware,4/1/2020,Joseph R. Biden Jr.,32.17585,58.51713,13:22:13  1 Apr 2020,6/2/2020
2020D,Connecticut,4/1/2020,Joseph R. Biden Jr.,37.95837,57.26487,13:22:13  1 Apr 2020,6/2/2020
2020D,Wyoming,3/31/2020,Bernard Sanders,4.01e-07,8.107156,01:00:13 31 Mar 2020,4/17/2020
2020D,Wisconsin,3/31/2020,Bernard Sanders,24.37172,35.90344,01:00:13 31 Mar 2020,4/7/2020
2020D,Pennsylvania,3/31/2020,Bernard Sanders,17.0061,29.03101,01:00:13 31 Mar 2020,6/2/2020
2020D,Oregon,3/31/2020,Bernard Sanders,26.97197,39.05169,01:00:13 31 Mar 2020,5/19/2020
2020D,Ohio,3/31/2020,Bernard Sanders,25.34045,29.16814,01:00:13 31 Mar 2020,4/28/2020
2020D,New York,3/31/2020,Bernard Sanders,17.28122,30.14798,01:00:13 31 Mar 2020,6/23/2020
2020D,New Mexico,3/31/2020,Bernard Sanders,22.74631,37.21597,01:00:13 31 Mar 2020,6/2/2020
2020D,New Jersey,3/31/2020,Bernard Sanders,19.78489,33.39428,01:00:13 31 Mar 2020,6/2/2020
2020D,National,3/31/2020,Bernard Sanders,32.08435,,01:00:13 31 Mar 2020,
2020D,Montana,3/31/2020,Bernard Sanders,2.000001,11.90411,01:00:13 31 Mar 2020,6/2/2020
2020D,Maryland,3/31/2020,Bernard Sanders,19.8528,28.13271,01:00:13 31 Mar 2020,6/2/2020
2020D,Kansas,3/31/2020,Bernard Sanders,36.13471,35.75175,01:00:13 31 Mar 2020,5/2/2020
2020D,Indiana,3/31/2020,Bernard Sanders,23,40.97169,01:00:13 31 Mar 2020,6/2/2020
2020D,Georgia,3/31/2020,Bernard Sanders,15.10068,26.15728,01:00:13 31 Mar 2020,5/19/2020
2020D,Delaware,3/31/2020,Bernard Sanders,10.19027,24.14509,01:00:13 31 Mar 2020,6/2/2020
2020D,Connecticut,3/31/2020,Bernard Sanders,22.13335,30.34674,01:00:13 31 Mar 2020,6/2/2020
2020D,Wyoming,3/31/2020,Joseph R. Biden Jr.,4.01e-07,10.24648,01:00:13 31 Mar 2020,4/17/2020
2020D,Wisconsin,3/31/2020,Joseph R. Biden Jr.,27.09891,47.4659,01:00:13 31 Mar 2020,4/7/2020
2020D,Pennsylvania,3/31/2020,Joseph R. Biden Jr.,31.40355,54.6265,01:00:13 31 Mar 2020,6/2/2020
2020D,Oregon,3/31/2020,Joseph R. Biden Jr.,25.44585,48.06997,01:00:13 31 Mar 2020,5/19/2020
2020D,Ohio,3/31/2020,Joseph R. Biden Jr.,52.78942,58.18183,01:00:13 31 Mar 2020,4/28/2020
2020D,New York,3/31/2020,Joseph R. Biden Jr.,22.76134,48.66837,01:00:13 31 Mar 2020,6/23/2020
2020D,New Mexico,3/31/2020,Joseph R. Biden Jr.,25.44714,49.80243,01:00:13 31 Mar 2020,6/2/2020
2020D,New Jersey,3/31/2020,Joseph R. Biden Jr.,25.04223,52.0815,01:00:13 31 Mar 2020,6/2/2020
2020D,National,3/31/2020,Joseph R. Biden Jr.,50.9955,,01:00:13 31 Mar 2020,
2020D,Montana,3/31/2020,Joseph R. Biden Jr.,15,35.96852,01:00:13 31 Mar 2020,6/2/2020
2020D,Maryland,3/31/2020,Joseph R. Biden Jr.,22.65896,54.67884,01:00:13 31 Mar 2020,6/2/2020
2020D,Kansas,3/31/2020,Joseph R. Biden Jr.,54.78904,56.35392,01:00:13 31 Mar 2020,5/2/2020
2020D,Indiana,3/31/2020,Joseph R. Biden Jr.,33,51.84579,01:00:13 31 Mar 2020,6/2/2020
2020D,Georgia,3/31/2020,Joseph R. Biden Jr.,40.46417,62.66127,01:00:13 31 Mar 2020,5/19/2020
2020D,Delaware,3/31/2020,Joseph R. Biden Jr.,32.14212,58.8199,01:00:13 31 Mar 2020,6/2/2020
2020D,Connecticut,3/31/2020,Joseph R. Biden Jr.,37.95837,57.5859,01:00:13 31 Mar 2020,6/2/2020
2020D,Wyoming,3/30/2020,Bernard Sanders,4.01e-07,8.107156,18:59:12 30 Mar 2020,4/17/2020
2020D,Wisconsin,3/30/2020,Bernard Sanders,24.37172,35.90344,18:59:12 30 Mar 2020,4/7/2020
2020D,Pennsylvania,3/30/2020,Bernard Sanders,17.0061,29.03101,18:59:12 30 Mar 2020,6/2/2020
2020D,Oregon,3/30/2020,Bernard Sanders,26.97197,39.05169,18:59:12 30 Mar 2020,5/19/2020
2020D,Ohio,3/30/2020,Bernard Sanders,25.34045,29.16814,18:59:12 30 Mar 2020,4/28/2020
2020D,New York,3/30/2020,Bernard Sanders,17.28122,30.14798,18:59:12 30 Mar 2020,6/23/2020
2020D,New Mexico,3/30/2020,Bernard Sanders,22.74631,37.21597,18:59:12 30 Mar 2020,6/2/2020
2020D,New Jersey,3/30/2020,Bernard Sanders,19.78489,33.39428,18:59:12 30 Mar 2020,6/2/2020
2020D,National,3/30/2020,Bernard Sanders,32.08435,,18:59:12 30 Mar 2020,
2020D,Montana,3/30/2020,Bernard Sanders,2.000001,11.90411,18:59:12 30 Mar 2020,6/2/2020
2020D,Maryland,3/30/2020,Bernard Sanders,19.8528,28.13271,18:59:12 30 Mar 2020,6/2/2020
2020D,Kansas,3/30/2020,Bernard Sanders,36.13471,35.75175,18:59:12 30 Mar 2020,5/2/2020
2020D,Indiana,3/30/2020,Bernard Sanders,23,40.97169,18:59:12 30 Mar 2020,6/2/2020
2020D,Georgia,3/30/2020,Bernard Sanders,15.10068,26.15728,18:59:12 30 Mar 2020,5/19/2020
2020D,Delaware,3/30/2020,Bernard Sanders,10.19027,24.14509,18:59:12 30 Mar 2020,6/2/2020
2020D,Connecticut,3/30/2020,Bernard Sanders,22.13335,30.34674,18:59:12 30 Mar 2020,6/2/2020
2020D,Wyoming,3/30/2020,Joseph R. Biden Jr.,4.01e-07,10.24648,18:59:12 30 Mar 2020,4/17/2020
2020D,Wisconsin,3/30/2020,Joseph R. Biden Jr.,27.09891,47.4659,18:59:12 30 Mar 2020,4/7/2020
2020D,Pennsylvania,3/30/2020,Joseph R. Biden Jr.,31.40355,54.6265,18:59:12 30 Mar 2020,6/2/2020
2020D,Oregon,3/30/2020,Joseph R. Biden Jr.,25.44585,48.06997,18:59:12 30 Mar 2020,5/19/2020
2020D,Ohio,3/30/2020,Joseph R. Biden Jr.,52.78942,58.18183,18:59:12 30 Mar 2020,4/28/2020
2020D,New York,3/30/2020,Joseph R. Biden Jr.,22.76134,48.66837,18:59:12 30 Mar 2020,6/23/2020
2020D,New Mexico,3/30/2020,Joseph R. Biden Jr.,25.44714,49.80243,18:59:12 30 Mar 2020,6/2/2020
2020D,New Jersey,3/30/2020,Joseph R. Biden Jr.,25.04223,52.0815,18:59:12 30 Mar 2020,6/2/2020
2020D,National,3/30/2020,Joseph R. Biden Jr.,50.9955,,18:59:12 30 Mar 2020,
2020D,Montana,3/30/2020,Joseph R. Biden Jr.,15,35.96852,18:59:12 30 Mar 2020,6/2/2020
2020D,Maryland,3/30/2020,Joseph R. Biden Jr.,22.65896,54.67884,18:59:12 30 Mar 2020,6/2/2020
2020D,Kansas,3/30/2020,Joseph R. Biden Jr.,54.78904,56.35392,18:59:12 30 Mar 2020,5/2/2020
2020D,Indiana,3/30/2020,Joseph R. Biden Jr.,33,51.84579,18:59:12 30 Mar 2020,6/2/2020
2020D,Georgia,3/30/2020,Joseph R. Biden Jr.,40.46417,62.66127,18:59:12 30 Mar 2020,5/19/2020
2020D,Delaware,3/30/2020,Joseph R. Biden Jr.,32.14212,58.8199,18:59:12 30 Mar 2020,6/2/2020
2020D,Connecticut,3/30/2020,Joseph R. Biden Jr.,37.95837,57.5859,18:59:12 30 Mar 2020,6/2/2020
2020D,Wyoming,3/29/2020,Bernard Sanders,4.01e-07,8.339439,09:36:11 29 Mar 2020,4/17/2020
2020D,Wisconsin,3/29/2020,Bernard Sanders,24.58444,36.37115,09:36:11 29 Mar 2020,4/7/2020
2020D,Pennsylvania,3/29/2020,Bernard Sanders,17.04696,29.43802,09:36:11 29 Mar 2020,6/2/2020
2020D,Oregon,3/29/2020,Bernard Sanders,26.97206,39.4916,09:36:11 29 Mar 2020,5/19/2020
2020D,Ohio,3/29/2020,Bernard Sanders,25.57274,29.35763,09:36:11 29 Mar 2020,4/28/2020
2020D,New York,3/29/2020,Bernard Sanders,17.28135,30.55473,09:36:11 29 Mar 2020,6/23/2020
2020D,New Mexico,3/29/2020,Bernard Sanders,22.75145,37.65596,09:36:11 29 Mar 2020,6/2/2020
2020D,New Jersey,3/29/2020,Bernard Sanders,19.78641,33.81731,09:36:11 29 Mar 2020,6/2/2020
2020D,National,3/29/2020,Bernard Sanders,32.47113,,09:36:11 29 Mar 2020,
2020D,Montana,3/29/2020,Bernard Sanders,2.000001,12.17835,09:36:11 29 Mar 2020,6/2/2020
2020D,Maryland,3/29/2020,Bernard Sanders,19.85288,28.5296,09:36:11 29 Mar 2020,6/2/2020
2020D,Kansas,3/29/2020,Bernard Sanders,36.1351,36.17847,09:36:11 29 Mar 2020,5/2/2020
2020D,Indiana,3/29/2020,Bernard Sanders,23,41.41541,09:36:11 29 Mar 2020,6/2/2020
2020D,Georgia,3/29/2020,Bernard Sanders,15.13489,26.49712,09:36:11 29 Mar 2020,5/19/2020
2020D,Delaware,3/29/2020,Bernard Sanders,10.19081,24.52053,09:36:11 29 Mar 2020,6/2/2020
2020D,Connecticut,3/29/2020,Bernard Sanders,22.13335,30.75625,09:36:11 29 Mar 2020,6/2/2020
2020D,Wyoming,3/29/2020,Joseph R. Biden Jr.,4.01e-07,9.41774,09:36:11 29 Mar 2020,4/17/2020
2020D,Wisconsin,3/29/2020,Joseph R. Biden Jr.,27.34311,45.94506,09:36:11 29 Mar 2020,4/7/2020
2020D,Pennsylvania,3/29/2020,Joseph R. Biden Jr.,31.44159,53.14071,09:36:11 29 Mar 2020,6/2/2020
2020D,Oregon,3/29/2020,Joseph R. Biden Jr.,25.44958,46.57454,09:36:11 29 Mar 2020,5/19/2020
2020D,Ohio,3/29/2020,Joseph R. Biden Jr.,53.55757,56.41497,09:36:11 29 Mar 2020,4/28/2020
2020D,New York,3/29/2020,Joseph R. Biden Jr.,22.76091,47.17998,09:36:11 29 Mar 2020,6/23/2020
2020D,New Mexico,3/29/2020,Joseph R. Biden Jr.,25.43195,48.30502,09:36:11 29 Mar 2020,6/2/2020
2020D,New Jersey,3/29/2020,Joseph R. Biden Jr.,25.03926,50.59101,09:36:11 29 Mar 2020,6/2/2020
2020D,National,3/29/2020,Joseph R. Biden Jr.,50.64206,,09:36:11 29 Mar 2020,
2020D,Montana,3/29/2020,Joseph R. Biden Jr.,15,34.55544,09:36:11 29 Mar 2020,6/2/2020
2020D,Maryland,3/29/2020,Joseph R. Biden Jr.,22.65864,53.18962,09:36:11 29 Mar 2020,6/2/2020
2020D,Kansas,3/29/2020,Joseph R. Biden Jr.,54.78834,54.4153,09:36:11 29 Mar 2020,5/2/2020
2020D,Indiana,3/29/2020,Joseph R. Biden Jr.,33,50.34966,09:36:11 29 Mar 2020,6/2/2020
2020D,Georgia,3/29/2020,Joseph R. Biden Jr.,40.60009,61.20997,09:36:11 29 Mar 2020,5/19/2020
2020D,Delaware,3/29/2020,Joseph R. Biden Jr.,32.1409,57.35683,09:36:11 29 Mar 2020,6/2/2020
2020D,Connecticut,3/29/2020,Joseph R. Biden Jr.,37.95837,56.10386,09:36:11 29 Mar 2020,6/2/2020
2020D,Wyoming,3/28/2020,Bernard Sanders,4.01e-07,8.011444,09:26:11 28 Mar 2020,4/17/2020
2020D,Wisconsin,3/28/2020,Bernard Sanders,24.65243,35.74931,09:26:11 28 Mar 2020,4/7/2020
2020D,Pennsylvania,3/28/2020,Bernard Sanders,17.05467,28.85564,09:26:11 28 Mar 2020,6/2/2020
2020D,Oregon,3/28/2020,Bernard Sanders,26.95614,38.85099,09:26:11 28 Mar 2020,5/19/2020
2020D,Ohio,3/28/2020,Bernard Sanders,25.61366,28.70115,09:26:11 28 Mar 2020,4/28/2020
2020D,New York,3/28/2020,Bernard Sanders,17.27795,29.97574,09:26:11 28 Mar 2020,4/28/2020
2020D,New Mexico,3/28/2020,Bernard Sanders,22.72198,37.00915,09:26:11 28 Mar 2020,6/2/2020
2020D,New Jersey,3/28/2020,Bernard Sanders,19.7691,33.20118,09:26:11 28 Mar 2020,6/2/2020
2020D,National,3/28/2020,Bernard Sanders,31.83107,,09:26:11 28 Mar 2020,
2020D,Montana,3/28/2020,Bernard Sanders,2.000001,11.79098,09:26:11 28 Mar 2020,6/2/2020
2020D,Maryland,3/28/2020,Bernard Sanders,19.85074,27.96619,09:26:11 28 Mar 2020,6/2/2020
2020D,Kansas,3/28/2020,Bernard Sanders,36.11951,35.4977,09:26:11 28 Mar 2020,5/2/2020
2020D,Indiana,3/28/2020,Bernard Sanders,23,40.7876,09:26:11 28 Mar 2020,6/2/2020
2020D,Georgia,3/28/2020,Bernard Sanders,15.1416,25.91632,09:26:11 28 Mar 2020,5/19/2020
2020D,Delaware,3/28/2020,Bernard Sanders,10.1773,23.97241,09:26:11 28 Mar 2020,6/2/2020
2020D,Connecticut,3/28/2020,Bernard Sanders,22.13335,30.17457,09:26:11 28 Mar 2020,6/2/2020
2020D,Wyoming,3/28/2020,Joseph R. Biden Jr.,4.01e-07,9.159486,09:26:11 28 Mar 2020,4/17/2020
2020D,Wisconsin,3/28/2020,Joseph R. Biden Jr.,27.42842,45.45931,09:26:11 28 Mar 2020,4/7/2020
2020D,Pennsylvania,3/28/2020,Joseph R. Biden Jr.,31.45085,52.65838,09:26:11 28 Mar 2020,6/2/2020
2020D,Oregon,3/28/2020,Joseph R. Biden Jr.,25.4398,46.08548,09:26:11 28 Mar 2020,5/19/2020
2020D,Ohio,3/28/2020,Joseph R. Biden Jr.,53.7444,55.88415,09:26:11 28 Mar 2020,4/28/2020
2020D,New York,3/28/2020,Joseph R. Biden Jr.,22.75831,46.70206,09:26:11 28 Mar 2020,4/28/2020
2020D,New Mexico,3/28/2020,Joseph R. Biden Jr.,25.40666,47.80179,09:26:11 28 Mar 2020,6/2/2020
2020D,New Jersey,3/28/2020,Joseph R. Biden Jr.,25.02449,50.09835,09:26:11 28 Mar 2020,6/2/2020
2020D,National,3/28/2020,Joseph R. Biden Jr.,50.1458,,09:26:11 28 Mar 2020,
2020D,Montana,3/28/2020,Joseph R. Biden Jr.,15,34.10767,09:26:11 28 Mar 2020,6/2/2020
2020D,Maryland,3/28/2020,Joseph R. Biden Jr.,22.65704,52.71126,09:26:11 28 Mar 2020,6/2/2020
2020D,Kansas,3/28/2020,Joseph R. Biden Jr.,54.77746,53.83815,09:26:11 28 Mar 2020,5/2/2020
2020D,Indiana,3/28/2020,Joseph R. Biden Jr.,33,49.87171,09:26:11 28 Mar 2020,6/2/2020
2020D,Georgia,3/28/2020,Joseph R. Biden Jr.,40.65268,60.74311,09:26:11 28 Mar 2020,5/19/2020
2020D,Delaware,3/28/2020,Joseph R. Biden Jr.,32.12589,56.87189,09:26:11 28 Mar 2020,6/2/2020
2020D,Connecticut,3/28/2020,Joseph R. Biden Jr.,37.95837,55.62462,09:26:11 28 Mar 2020,6/2/2020
2020D,Wyoming,3/27/2020,Bernard Sanders,4.01e-07,8.011444,19:36:11 27 Mar 2020,4/17/2020
2020D,Wisconsin,3/27/2020,Bernard Sanders,24.65243,35.74931,19:36:11 27 Mar 2020,4/7/2020
2020D,Pennsylvania,3/27/2020,Bernard Sanders,17.05467,28.85564,19:36:11 27 Mar 2020,6/2/2020
2020D,Oregon,3/27/2020,Bernard Sanders,26.95614,38.85099,19:36:11 27 Mar 2020,5/19/2020
2020D,Ohio,3/27/2020,Bernard Sanders,25.61366,28.70115,19:36:11 27 Mar 2020,4/28/2020
2020D,New York,3/27/2020,Bernard Sanders,17.27795,29.97574,19:36:11 27 Mar 2020,4/28/2020
2020D,New Mexico,3/27/2020,Bernard Sanders,22.72198,37.00915,19:36:11 27 Mar 2020,6/2/2020
2020D,New Jersey,3/27/2020,Bernard Sanders,19.7691,33.20118,19:36:11 27 Mar 2020,6/2/2020
2020D,National,3/27/2020,Bernard Sanders,31.83107,,19:36:11 27 Mar 2020,
2020D,Montana,3/27/2020,Bernard Sanders,2.000001,11.79098,19:36:11 27 Mar 2020,6/2/2020
2020D,Maryland,3/27/2020,Bernard Sanders,19.85074,27.96619,19:36:11 27 Mar 2020,6/2/2020
2020D,Kansas,3/27/2020,Bernard Sanders,36.11951,35.4977,19:36:11 27 Mar 2020,5/2/2020
2020D,Indiana,3/27/2020,Bernard Sanders,23,40.7876,19:36:11 27 Mar 2020,6/2/2020
2020D,Georgia,3/27/2020,Bernard Sanders,15.1416,25.91632,19:36:11 27 Mar 2020,5/19/2020
2020D,Delaware,3/27/2020,Bernard Sanders,10.1773,23.97241,19:36:11 27 Mar 2020,6/2/2020
2020D,Connecticut,3/27/2020,Bernard Sanders,22.13335,30.17457,19:36:11 27 Mar 2020,6/2/2020
2020D,Wyoming,3/27/2020,Joseph R. Biden Jr.,4.01e-07,9.159486,19:36:11 27 Mar 2020,4/17/2020
2020D,Wisconsin,3/27/2020,Joseph R. Biden Jr.,27.42842,45.45931,19:36:11 27 Mar 2020,4/7/2020
2020D,Pennsylvania,3/27/2020,Joseph R. Biden Jr.,31.45085,52.65838,19:36:11 27 Mar 2020,6/2/2020
2020D,Oregon,3/27/2020,Joseph R. Biden Jr.,25.4398,46.08548,19:36:11 27 Mar 2020,5/19/2020
2020D,Ohio,3/27/2020,Joseph R. Biden Jr.,53.7444,55.88415,19:36:11 27 Mar 2020,4/28/2020
2020D,New York,3/27/2020,Joseph R. Biden Jr.,22.75831,46.70206,19:36:11 27 Mar 2020,4/28/2020
2020D,New Mexico,3/27/2020,Joseph R. Biden Jr.,25.40666,47.80179,19:36:11 27 Mar 2020,6/2/2020
2020D,New Jersey,3/27/2020,Joseph R. Biden Jr.,25.02449,50.09835,19:36:11 27 Mar 2020,6/2/2020
2020D,National,3/27/2020,Joseph R. Biden Jr.,50.1458,,19:36:11 27 Mar 2020,
2020D,Montana,3/27/2020,Joseph R. Biden Jr.,15,34.10767,19:36:11 27 Mar 2020,6/2/2020
2020D,Maryland,3/27/2020,Joseph R. Biden Jr.,22.65704,52.71126,19:36:11 27 Mar 2020,6/2/2020
2020D,Kansas,3/27/2020,Joseph R. Biden Jr.,54.77746,53.83815,19:36:11 27 Mar 2020,5/2/2020
2020D,Indiana,3/27/2020,Joseph R. Biden Jr.,33,49.87171,19:36:11 27 Mar 2020,6/2/2020
2020D,Georgia,3/27/2020,Joseph R. Biden Jr.,40.65268,60.74311,19:36:11 27 Mar 2020,5/19/2020
2020D,Delaware,3/27/2020,Joseph R. Biden Jr.,32.12589,56.87189,19:36:11 27 Mar 2020,6/2/2020
2020D,Connecticut,3/27/2020,Joseph R. Biden Jr.,37.95837,55.62462,19:36:11 27 Mar 2020,6/2/2020
2020D,Wyoming,3/26/2020,Bernard Sanders,4.01e-07,8.011533,14:02:12 26 Mar 2020,4/17/2020
2020D,Wisconsin,3/26/2020,Bernard Sanders,24.6524,35.7497,14:02:12 26 Mar 2020,4/7/2020
2020D,Pennsylvania,3/26/2020,Bernard Sanders,17.05465,28.85583,14:02:12 26 Mar 2020,6/2/2020
2020D,Oregon,3/26/2020,Bernard Sanders,26.95608,38.85107,14:02:12 26 Mar 2020,5/19/2020
2020D,Ohio,3/26/2020,Bernard Sanders,25.61367,28.70123,14:02:12 26 Mar 2020,4/28/2020
2020D,New York,3/26/2020,Bernard Sanders,17.27796,29.9762,14:02:12 26 Mar 2020,4/28/2020
2020D,New Mexico,3/26/2020,Bernard Sanders,22.72199,37.00928,14:02:12 26 Mar 2020,6/2/2020
2020D,New Jersey,3/26/2020,Bernard Sanders,19.76911,33.20147,14:02:12 26 Mar 2020,6/2/2020
2020D,National,3/26/2020,Bernard Sanders,31.83112,,14:02:12 26 Mar 2020,
2020D,Montana,3/26/2020,Bernard Sanders,2.000001,11.79109,14:02:12 26 Mar 2020,6/2/2020
2020D,Maryland,3/26/2020,Bernard Sanders,19.85075,27.96803,14:02:12 26 Mar 2020,6/2/2020
2020D,Kansas,3/26/2020,Bernard Sanders,36.1195,35.49812,14:02:12 26 Mar 2020,5/2/2020
2020D,Indiana,3/26/2020,Bernard Sanders,23,40.78777,14:02:12 26 Mar 2020,6/2/2020
2020D,Georgia,3/26/2020,Bernard Sanders,15.14156,25.91647,14:02:12 26 Mar 2020,5/19/2020
2020D,Delaware,3/26/2020,Bernard Sanders,10.17731,23.97219,14:02:12 26 Mar 2020,6/2/2020
2020D,Connecticut,3/26/2020,Bernard Sanders,22.13335,30.17577,14:02:12 26 Mar 2020,6/2/2020
2020D,Wyoming,3/26/2020,Joseph R. Biden Jr.,4.01e-07,9.159384,14:02:12 26 Mar 2020,4/17/2020
2020D,Wisconsin,3/26/2020,Joseph R. Biden Jr.,27.42837,45.45889,14:02:12 26 Mar 2020,4/7/2020
2020D,Pennsylvania,3/26/2020,Joseph R. Biden Jr.,31.45083,52.65806,14:02:12 26 Mar 2020,6/2/2020
2020D,Oregon,3/26/2020,Joseph R. Biden Jr.,25.43989,46.08537,14:02:12 26 Mar 2020,5/19/2020
2020D,Ohio,3/26/2020,Joseph R. Biden Jr.,53.74442,55.88386,14:02:12 26 Mar 2020,4/28/2020
2020D,New York,3/26/2020,Joseph R. Biden Jr.,22.75829,46.70159,14:02:12 26 Mar 2020,4/28/2020
2020D,New Mexico,3/26/2020,Joseph R. Biden Jr.,25.40668,47.80159,14:02:12 26 Mar 2020,6/2/2020
2020D,New Jersey,3/26/2020,Joseph R. Biden Jr.,25.02448,50.09799,14:02:12 26 Mar 2020,6/2/2020
2020D,National,3/26/2020,Joseph R. Biden Jr.,50.14582,,14:02:12 26 Mar 2020,
2020D,Montana,3/26/2020,Joseph R. Biden Jr.,15,34.10749,14:02:12 26 Mar 2020,6/2/2020
2020D,Maryland,3/26/2020,Joseph R. Biden Jr.,22.65703,52.71029,14:02:12 26 Mar 2020,6/2/2020
2020D,Kansas,3/26/2020,Joseph R. Biden Jr.,54.77742,53.83791,14:02:12 26 Mar 2020,5/2/2020
2020D,Indiana,3/26/2020,Joseph R. Biden Jr.,33,49.87152,14:02:12 26 Mar 2020,6/2/2020
2020D,Georgia,3/26/2020,Joseph R. Biden Jr.,40.65265,60.74281,14:02:12 26 Mar 2020,5/19/2020
2020D,Delaware,3/26/2020,Joseph R. Biden Jr.,32.12586,56.87156,14:02:12 26 Mar 2020,6/2/2020
2020D,Connecticut,3/26/2020,Joseph R. Biden Jr.,37.95837,55.62573,14:02:12 26 Mar 2020,6/2/2020
2020D,Wyoming,3/25/2020,Bernard Sanders,4.01e-07,8.011533,16:57:12 25 Mar 2020,4/17/2020
2020D,Wisconsin,3/25/2020,Bernard Sanders,24.6524,35.7497,16:57:12 25 Mar 2020,4/7/2020
2020D,Pennsylvania,3/25/2020,Bernard Sanders,17.05465,28.85583,16:57:12 25 Mar 2020,6/2/2020
2020D,Oregon,3/25/2020,Bernard Sanders,26.95608,38.85107,16:57:12 25 Mar 2020,5/19/2020
2020D,Ohio,3/25/2020,Bernard Sanders,25.61367,28.70123,16:57:12 25 Mar 2020,6/2/2020
2020D,New York,3/25/2020,Bernard Sanders,17.27796,29.9762,16:57:12 25 Mar 2020,4/28/2020
2020D,New Mexico,3/25/2020,Bernard Sanders,22.72199,37.00928,16:57:12 25 Mar 2020,6/2/2020
2020D,New Jersey,3/25/2020,Bernard Sanders,19.76911,33.20147,16:57:12 25 Mar 2020,6/2/2020
2020D,National,3/25/2020,Bernard Sanders,31.83112,,16:57:12 25 Mar 2020,
2020D,Montana,3/25/2020,Bernard Sanders,2.000001,11.79109,16:57:12 25 Mar 2020,6/2/2020
2020D,Maryland,3/25/2020,Bernard Sanders,19.85075,27.96803,16:57:12 25 Mar 2020,6/2/2020
2020D,Kansas,3/25/2020,Bernard Sanders,36.1195,35.49812,16:57:12 25 Mar 2020,5/2/2020
2020D,Indiana,3/25/2020,Bernard Sanders,23,40.78777,16:57:12 25 Mar 2020,6/2/2020
2020D,Georgia,3/25/2020,Bernard Sanders,15.14156,25.91647,16:57:12 25 Mar 2020,5/19/2020
2020D,Delaware,3/25/2020,Bernard Sanders,10.17731,23.97219,16:57:12 25 Mar 2020,6/2/2020
2020D,Connecticut,3/25/2020,Bernard Sanders,22.13335,30.17577,16:57:12 25 Mar 2020,6/2/2020
2020D,Wyoming,3/25/2020,Joseph R. Biden Jr.,4.01e-07,9.159384,16:57:12 25 Mar 2020,4/17/2020
2020D,Wisconsin,3/25/2020,Joseph R. Biden Jr.,27.42837,45.45889,16:57:12 25 Mar 2020,4/7/2020
2020D,Pennsylvania,3/25/2020,Joseph R. Biden Jr.,31.45083,52.65806,16:57:12 25 Mar 2020,6/2/2020
2020D,Oregon,3/25/2020,Joseph R. Biden Jr.,25.43989,46.08537,16:57:12 25 Mar 2020,5/19/2020
2020D,Ohio,3/25/2020,Joseph R. Biden Jr.,53.74442,55.88386,16:57:12 25 Mar 2020,6/2/2020
2020D,New York,3/25/2020,Joseph R. Biden Jr.,22.75829,46.70159,16:57:12 25 Mar 2020,4/28/2020
2020D,New Mexico,3/25/2020,Joseph R. Biden Jr.,25.40668,47.80159,16:57:12 25 Mar 2020,6/2/2020
2020D,New Jersey,3/25/2020,Joseph R. Biden Jr.,25.02448,50.09799,16:57:12 25 Mar 2020,6/2/2020
